global_x,global_y,map_member,local_x,local_y,symbol,intent,provisional_code
60,6,51,28,6,G,WALKABLE_SHORT_GRASS,0
61,6,51,29,6,G,WALKABLE_SHORT_GRASS,0
62,6,51,30,6,T,BLOCKED_TREE_WALL,1
63,6,51,31,6,T,BLOCKED_TREE_WALL,1
0,7,50,0,7,T,BLOCKED_TREE_WALL,1
1,7,50,1,7,T,BLOCKED_TREE_WALL,1
2,7,50,2,7,G,WALKABLE_SHORT_GRASS,0
3,7,50,3,7,G,WALKABLE_SHORT_GRASS,0
4,7,50,4,7,G,WALKABLE_SHORT_GRASS,0
5,7,50,5,7,F,WALKABLE_FLOWER_ENCOUNTER,3
6,7,50,6,7,F,WALKABLE_FLOWER_ENCOUNTER,3
7,7,50,7,7,F,WALKABLE_FLOWER_ENCOUNTER,3
8,7,50,8,7,F,WALKABLE_FLOWER_ENCOUNTER,3
9,7,50,9,7,F,WALKABLE_FLOWER_ENCOUNTER,3
10,7,50,10,7,F,WALKABLE_FLOWER_ENCOUNTER,3
11,7,50,11,7,F,WALKABLE_FLOWER_ENCOUNTER,3
12,7,50,12,7,F,WALKABLE_FLOWER_ENCOUNTER,3
13,7,50,13,7,F,WALKABLE_FLOWER_ENCOUNTER,3
14,7,50,14,7,F,WALKABLE_FLOWER_ENCOUNTER,3
15,7,50,15,7,F,WALKABLE_FLOWER_ENCOUNTER,3
16,7,50,16,7,F,WALKABLE_FLOWER_ENCOUNTER,3
17,7,50,17,7,F,WALKABLE_FLOWER_ENCOUNTER,3
18,7,50,18,7,F,WALKABLE_FLOWER_ENCOUNTER,3
19,7,50,19,7,F,WALKABLE_FLOWER_ENCOUNTER,3
20,7,50,20,7,F,WALKABLE_FLOWER_ENCOUNTER,3
21,7,50,21,7,F,WALKABLE_FLOWER_ENCOUNTER,3
22,7,50,22,7,F,WALKABLE_FLOWER_ENCOUNTER,3
23,7,50,23,7,G,WALKABLE_SHORT_GRASS,0
24,7,50,24,7,G,WALKABLE_SHORT_GRASS,0
25,7,50,25,7,G,WALKABLE_SHORT_GRASS,0
26,7,50,26,7,G,WALKABLE_SHORT_GRASS,0
27,7,50,27,7,G,WALKABLE_SHORT_GRASS,0
28,7,50,28,7,G,WALKABLE_SHORT_GRASS,0
29,7,50,29,7,G,WALKABLE_SHORT_GRASS,0
30,7,50,30,7,G,WALKABLE_SHORT_GRASS,0
31,7,50,31,7,G,WALKABLE_SHORT_GRASS,0
32,7,51,0,7,G,WALKABLE_SHORT_GRASS,0
33,7,51,1,7,G,WALKABLE_SHORT_GRASS,0
34,7,51,2,7,G,WALKABLE_SHORT_GRASS,0
35,7,51,3,7,G,WALKABLE_SHORT_GRASS,0
36,7,51,4,7,G,WALKABLE_SHORT_GRASS,0
37,7,51,5,7,G,WALKABLE_SHORT_GRASS,0
38,7,51,6,7,G,WALKABLE_SHORT_GRASS,0
39,7,51,7,7,G,WALKABLE_SHORT_GRASS,0
40,7,51,8,7,G,WALKABLE_SHORT_GRASS,0
41,7,51,9,7,F,WALKABLE_FLOWER_ENCOUNTER,3
42,7,51,10,7,F,WALKABLE_FLOWER_ENCOUNTER,3
43,7,51,11,7,F,WALKABLE_FLOWER_ENCOUNTER,3
44,7,51,12,7,F,WALKABLE_FLOWER_ENCOUNTER,3
45,7,51,13,7,F,WALKABLE_FLOWER_ENCOUNTER,3
46,7,51,14,7,F,WALKABLE_FLOWER_ENCOUNTER,3
47,7,51,15,7,F,WALKABLE_FLOWER_ENCOUNTER,3
48,7,51,16,7,F,WALKABLE_FLOWER_ENCOUNTER,3
49,7,51,17,7,W,SURF_WATER,2
50,7,51,18,7,W,SURF_WATER,2
51,7,51,19,7,W,SURF_WATER,2
52,7,51,20,7,W,SURF_WATER,2
53,7,51,21,7,W,SURF_WATER,2
54,7,51,22,7,W,SURF_WATER,2
55,7,51,23,7,F,WALKABLE_FLOWER_ENCOUNTER,3
56,7,51,24,7,F,WALKABLE_FLOWER_ENCOUNTER,3
57,7,51,25,7,F,WALKABLE_FLOWER_ENCOUNTER,3
58,7,51,26,7,F,WALKABLE_FLOWER_ENCOUNTER,3
59,7,51,27,7,G,WALKABLE_SHORT_GRASS,0
60,7,51,28,7,G,WALKABLE_SHORT_GRASS,0
61,7,51,29,7,G,WALKABLE_SHORT_GRASS,0
62,7,51,30,7,T,BLOCKED_TREE_WALL,1
63,7,51,31,7,T,BLOCKED_TREE_WALL,1
0,8,50,0,8,T,BLOCKED_TREE_WALL,1
1,8,50,1,8,T,BLOCKED_TREE_WALL,1
2,8,50,2,8,G,WALKABLE_SHORT_GRASS,0
3,8,50,3,8,G,WALKABLE_SHORT_GRASS,0
4,8,50,4,8,G,WALKABLE_SHORT_GRASS,0
5,8,50,5,8,F,WALKABLE_FLOWER_ENCOUNTER,3
6,8,50,6,8,F,WALKABLE_FLOWER_ENCOUNTER,3
7,8,50,7,8,F,WALKABLE_FLOWER_ENCOUNTER,3
8,8,50,8,8,F,WALKABLE_FLOWER_ENCOUNTER,3
9,8,50,9,8,F,WALKABLE_FLOWER_ENCOUNTER,3
10,8,50,10,8,F,WALKABLE_FLOWER_ENCOUNTER,3
11,8,50,11,8,F,WALKABLE_FLOWER_ENCOUNTER,3
12,8,50,12,8,F,WALKABLE_FLOWER_ENCOUNTER,3
13,8,50,13,8,F,WALKABLE_FLOWER_ENCOUNTER,3
14,8,50,14,8,F,WALKABLE_FLOWER_ENCOUNTER,3
15,8,50,15,8,F,WALKABLE_FLOWER_ENCOUNTER,3
16,8,50,16,8,F,WALKABLE_FLOWER_ENCOUNTER,3
17,8,50,17,8,F,WALKABLE_FLOWER_ENCOUNTER,3
18,8,50,18,8,F,WALKABLE_FLOWER_ENCOUNTER,3
19,8,50,19,8,F,WALKABLE_FLOWER_ENCOUNTER,3
20,8,50,20,8,F,WALKABLE_FLOWER_ENCOUNTER,3
21,8,50,21,8,F,WALKABLE_FLOWER_ENCOUNTER,3
22,8,50,22,8,F,WALKABLE_FLOWER_ENCOUNTER,3
23,8,50,23,8,G,WALKABLE_SHORT_GRASS,0
24,8,50,24,8,G,WALKABLE_SHORT_GRASS,0
25,8,50,25,8,G,WALKABLE_SHORT_GRASS,0
26,8,50,26,8,G,WALKABLE_SHORT_GRASS,0
27,8,50,27,8,G,WALKABLE_SHORT_GRASS,0
28,8,50,28,8,G,WALKABLE_SHORT_GRASS,0
29,8,50,29,8,G,WALKABLE_SHORT_GRASS,0
30,8,50,30,8,G,WALKABLE_SHORT_GRASS,0
31,8,50,31,8,G,WALKABLE_SHORT_GRASS,0
32,8,51,0,8,G,WALKABLE_SHORT_GRASS,0
33,8,51,1,8,G,WALKABLE_SHORT_GRASS,0
34,8,51,2,8,G,WALKABLE_SHORT_GRASS,0
35,8,51,3,8,G,WALKABLE_SHORT_GRASS,0
36,8,51,4,8,G,WALKABLE_SHORT_GRASS,0
37,8,51,5,8,G,WALKABLE_SHORT_GRASS,0
38,8,51,6,8,G,WALKABLE_SHORT_GRASS,0
39,8,51,7,8,G,WALKABLE_SHORT_GRASS,0
40,8,51,8,8,G,WALKABLE_SHORT_GRASS,0
41,8,51,9,8,F,WALKABLE_FLOWER_ENCOUNTER,3
42,8,51,10,8,F,WALKABLE_FLOWER_ENCOUNTER,3
43,8,51,11,8,F,WALKABLE_FLOWER_ENCOUNTER,3
44,8,51,12,8,F,WALKABLE_FLOWER_ENCOUNTER,3
45,8,51,13,8,F,WALKABLE_FLOWER_ENCOUNTER,3
46,8,51,14,8,F,WALKABLE_FLOWER_ENCOUNTER,3
47,8,51,15,8,F,WALKABLE_FLOWER_ENCOUNTER,3
48,8,51,16,8,F,WALKABLE_FLOWER_ENCOUNTER,3
49,8,51,17,8,W,SURF_WATER,2
50,8,51,18,8,W,SURF_WATER,2
51,8,51,19,8,W,SURF_WATER,2
52,8,51,20,8,W,SURF_WATER,2
53,8,51,21,8,W,SURF_WATER,2
54,8,51,22,8,W,SURF_WATER,2
55,8,51,23,8,F,WALKABLE_FLOWER_ENCOUNTER,3
56,8,51,24,8,F,WALKABLE_FLOWER_ENCOUNTER,3
57,8,51,25,8,F,WALKABLE_FLOWER_ENCOUNTER,3
58,8,51,26,8,F,WALKABLE_FLOWER_ENCOUNTER,3
59,8,51,27,8,G,WALKABLE_SHORT_GRASS,0
60,8,51,28,8,G,WALKABLE_SHORT_GRASS,0
61,8,51,29,8,G,WALKABLE_SHORT_GRASS,0
62,8,51,30,8,T,BLOCKED_TREE_WALL,1
63,8,51,31,8,T,BLOCKED_TREE_WALL,1
0,9,50,0,9,T,BLOCKED_TREE_WALL,1
1,9,50,1,9,T,BLOCKED_TREE_WALL,1
2,9,50,2,9,G,WALKABLE_SHORT_GRASS,0
3,9,50,3,9,G,WALKABLE_SHORT_GRASS,0
4,9,50,4,9,G,WALKABLE_SHORT_GRASS,0
5,9,50,5,9,F,WALKABLE_FLOWER_ENCOUNTER,3
6,9,50,6,9,F,WALKABLE_FLOWER_ENCOUNTER,3
7,9,50,7,9,F,WALKABLE_FLOWER_ENCOUNTER,3
8,9,50,8,9,F,WALKABLE_FLOWER_ENCOUNTER,3
9,9,50,9,9,F,WALKABLE_FLOWER_ENCOUNTER,3
10,9,50,10,9,F,WALKABLE_FLOWER_ENCOUNTER,3
11,9,50,11,9,F,WALKABLE_FLOWER_ENCOUNTER,3
12,9,50,12,9,F,WALKABLE_FLOWER_ENCOUNTER,3
13,9,50,13,9,F,WALKABLE_FLOWER_ENCOUNTER,3
14,9,50,14,9,F,WALKABLE_FLOWER_ENCOUNTER,3
15,9,50,15,9,F,WALKABLE_FLOWER_ENCOUNTER,3
16,9,50,16,9,F,WALKABLE_FLOWER_ENCOUNTER,3
17,9,50,17,9,F,WALKABLE_FLOWER_ENCOUNTER,3
18,9,50,18,9,F,WALKABLE_FLOWER_ENCOUNTER,3
19,9,50,19,9,F,WALKABLE_FLOWER_ENCOUNTER,3
20,9,50,20,9,F,WALKABLE_FLOWER_ENCOUNTER,3
21,9,50,21,9,F,WALKABLE_FLOWER_ENCOUNTER,3
22,9,50,22,9,F,WALKABLE_FLOWER_ENCOUNTER,3
23,9,50,23,9,G,WALKABLE_SHORT_GRASS,0
24,9,50,24,9,G,WALKABLE_SHORT_GRASS,0
25,9,50,25,9,G,WALKABLE_SHORT_GRASS,0
26,9,50,26,9,G,WALKABLE_SHORT_GRASS,0
27,9,50,27,9,G,WALKABLE_SHORT_GRASS,0
28,9,50,28,9,G,WALKABLE_SHORT_GRASS,0
29,9,50,29,9,G,WALKABLE_SHORT_GRASS,0
30,9,50,30,9,G,WALKABLE_SHORT_GRASS,0
31,9,50,31,9,G,WALKABLE_SHORT_GRASS,0
32,9,51,0,9,G,WALKABLE_SHORT_GRASS,0
33,9,51,1,9,G,WALKABLE_SHORT_GRASS,0
34,9,51,2,9,G,WALKABLE_SHORT_GRASS,0
35,9,51,3,9,G,WALKABLE_SHORT_GRASS,0
36,9,51,4,9,G,WALKABLE_SHORT_GRASS,0
37,9,51,5,9,G,WALKABLE_SHORT_GRASS,0
38,9,51,6,9,G,WALKABLE_SHORT_GRASS,0
39,9,51,7,9,G,WALKABLE_SHORT_GRASS,0
40,9,51,8,9,G,WALKABLE_SHORT_GRASS,0
41,9,51,9,9,F,WALKABLE_FLOWER_ENCOUNTER,3
42,9,51,10,9,F,WALKABLE_FLOWER_ENCOUNTER,3
43,9,51,11,9,F,WALKABLE_FLOWER_ENCOUNTER,3
44,9,51,12,9,F,WALKABLE_FLOWER_ENCOUNTER,3
45,9,51,13,9,F,WALKABLE_FLOWER_ENCOUNTER,3
46,9,51,14,9,F,WALKABLE_FLOWER_ENCOUNTER,3
47,9,51,15,9,F,WALKABLE_FLOWER_ENCOUNTER,3
48,9,51,16,9,F,WALKABLE_FLOWER_ENCOUNTER,3
49,9,51,17,9,W,SURF_WATER,2
50,9,51,18,9,W,SURF_WATER,2
51,9,51,19,9,W,SURF_WATER,2
52,9,51,20,9,W,SURF_WATER,2
53,9,51,21,9,W,SURF_WATER,2
54,9,51,22,9,W,SURF_WATER,2
55,9,51,23,9,F,WALKABLE_FLOWER_ENCOUNTER,3
56,9,51,24,9,F,WALKABLE_FLOWER_ENCOUNTER,3
57,9,51,25,9,F,WALKABLE_FLOWER_ENCOUNTER,3
58,9,51,26,9,F,WALKABLE_FLOWER_ENCOUNTER,3
59,9,51,27,9,G,WALKABLE_SHORT_GRASS,0
60,9,51,28,9,G,WALKABLE_SHORT_GRASS,0
61,9,51,29,9,G,WALKABLE_SHORT_GRASS,0
62,9,51,30,9,T,BLOCKED_TREE_WALL,1
63,9,51,31,9,T,BLOCKED_TREE_WALL,1
0,10,50,0,10,T,BLOCKED_TREE_WALL,1
1,10,50,1,10,T,BLOCKED_TREE_WALL,1
2,10,50,2,10,G,WALKABLE_SHORT_GRASS,0
3,10,50,3,10,G,WALKABLE_SHORT_GRASS,0
4,10,50,4,10,G,WALKABLE_SHORT_GRASS,0
5,10,50,5,10,F,WALKABLE_FLOWER_ENCOUNTER,3
6,10,50,6,10,F,WALKABLE_FLOWER_ENCOUNTER,3
7,10,50,7,10,F,WALKABLE_FLOWER_ENCOUNTER,3
8,10,50,8,10,F,WALKABLE_FLOWER_ENCOUNTER,3
9,10,50,9,10,F,WALKABLE_FLOWER_ENCOUNTER,3
10,10,50,10,10,F,WALKABLE_FLOWER_ENCOUNTER,3
11,10,50,11,10,F,WALKABLE_FLOWER_ENCOUNTER,3
12,10,50,12,10,F,WALKABLE_FLOWER_ENCOUNTER,3
13,10,50,13,10,F,WALKABLE_FLOWER_ENCOUNTER,3
14,10,50,14,10,F,WALKABLE_FLOWER_ENCOUNTER,3
15,10,50,15,10,F,WALKABLE_FLOWER_ENCOUNTER,3
16,10,50,16,10,F,WALKABLE_FLOWER_ENCOUNTER,3
17,10,50,17,10,F,WALKABLE_FLOWER_ENCOUNTER,3
18,10,50,18,10,F,WALKABLE_FLOWER_ENCOUNTER,3
19,10,50,19,10,F,WALKABLE_FLOWER_ENCOUNTER,3
20,10,50,20,10,F,WALKABLE_FLOWER_ENCOUNTER,3
21,10,50,21,10,F,WALKABLE_FLOWER_ENCOUNTER,3
22,10,50,22,10,F,WALKABLE_FLOWER_ENCOUNTER,3
23,10,50,23,10,G,WALKABLE_SHORT_GRASS,0
24,10,50,24,10,G,WALKABLE_SHORT_GRASS,0
25,10,50,25,10,G,WALKABLE_SHORT_GRASS,0
26,10,50,26,10,G,WALKABLE_SHORT_GRASS,0
27,10,50,27,10,G,WALKABLE_SHORT_GRASS,0
28,10,50,28,10,G,WALKABLE_SHORT_GRASS,0
29,10,50,29,10,G,WALKABLE_SHORT_GRASS,0
30,10,50,30,10,G,WALKABLE_SHORT_GRASS,0
31,10,50,31,10,G,WALKABLE_SHORT_GRASS,0
32,10,51,0,10,G,WALKABLE_SHORT_GRASS,0
33,10,51,1,10,G,WALKABLE_SHORT_GRASS,0
34,10,51,2,10,G,WALKABLE_SHORT_GRASS,0
35,10,51,3,10,G,WALKABLE_SHORT_GRASS,0
36,10,51,4,10,G,WALKABLE_SHORT_GRASS,0
37,10,51,5,10,G,WALKABLE_SHORT_GRASS,0
38,10,51,6,10,G,WALKABLE_SHORT_GRASS,0
39,10,51,7,10,G,WALKABLE_SHORT_GRASS,0
40,10,51,8,10,G,WALKABLE_SHORT_GRASS,0
41,10,51,9,10,F,WALKABLE_FLOWER_ENCOUNTER,3
42,10,51,10,10,F,WALKABLE_FLOWER_ENCOUNTER,3
43,10,51,11,10,F,WALKABLE_FLOWER_ENCOUNTER,3
44,10,51,12,10,F,WALKABLE_FLOWER_ENCOUNTER,3
45,10,51,13,10,F,WALKABLE_FLOWER_ENCOUNTER,3
46,10,51,14,10,F,WALKABLE_FLOWER_ENCOUNTER,3
47,10,51,15,10,F,WALKABLE_FLOWER_ENCOUNTER,3
48,10,51,16,10,F,WALKABLE_FLOWER_ENCOUNTER,3
49,10,51,17,10,F,WALKABLE_FLOWER_ENCOUNTER,3
50,10,51,18,10,F,WALKABLE_FLOWER_ENCOUNTER,3
51,10,51,19,10,F,WALKABLE_FLOWER_ENCOUNTER,3
52,10,51,20,10,F,WALKABLE_FLOWER_ENCOUNTER,3
53,10,51,21,10,F,WALKABLE_FLOWER_ENCOUNTER,3
54,10,51,22,10,F,WALKABLE_FLOWER_ENCOUNTER,3
55,10,51,23,10,F,WALKABLE_FLOWER_ENCOUNTER,3
56,10,51,24,10,F,WALKABLE_FLOWER_ENCOUNTER,3
57,10,51,25,10,F,WALKABLE_FLOWER_ENCOUNTER,3
58,10,51,26,10,F,WALKABLE_FLOWER_ENCOUNTER,3
59,10,51,27,10,G,WALKABLE_SHORT_GRASS,0
60,10,51,28,10,G,WALKABLE_SHORT_GRASS,0
61,10,51,29,10,G,WALKABLE_SHORT_GRASS,0
62,10,51,30,10,T,BLOCKED_TREE_WALL,1
63,10,51,31,10,T,BLOCKED_TREE_WALL,1
0,11,50,0,11,T,BLOCKED_TREE_WALL,1
1,11,50,1,11,T,BLOCKED_TREE_WALL,1
2,11,50,2,11,G,WALKABLE_SHORT_GRASS,0
3,11,50,3,11,G,WALKABLE_SHORT_GRASS,0
4,11,50,4,11,G,WALKABLE_SHORT_GRASS,0
5,11,50,5,11,F,WALKABLE_FLOWER_ENCOUNTER,3
6,11,50,6,11,F,WALKABLE_FLOWER_ENCOUNTER,3
7,11,50,7,11,F,WALKABLE_FLOWER_ENCOUNTER,3
8,11,50,8,11,F,WALKABLE_FLOWER_ENCOUNTER,3
9,11,50,9,11,F,WALKABLE_FLOWER_ENCOUNTER,3
10,11,50,10,11,F,WALKABLE_FLOWER_ENCOUNTER,3
11,11,50,11,11,F,WALKABLE_FLOWER_ENCOUNTER,3
12,11,50,12,11,F,WALKABLE_FLOWER_ENCOUNTER,3
13,11,50,13,11,F,WALKABLE_FLOWER_ENCOUNTER,3
14,11,50,14,11,F,WALKABLE_FLOWER_ENCOUNTER,3
15,11,50,15,11,F,WALKABLE_FLOWER_ENCOUNTER,3
16,11,50,16,11,F,WALKABLE_FLOWER_ENCOUNTER,3
17,11,50,17,11,F,WALKABLE_FLOWER_ENCOUNTER,3
18,11,50,18,11,F,WALKABLE_FLOWER_ENCOUNTER,3
19,11,50,19,11,F,WALKABLE_FLOWER_ENCOUNTER,3
20,11,50,20,11,F,WALKABLE_FLOWER_ENCOUNTER,3
21,11,50,21,11,F,WALKABLE_FLOWER_ENCOUNTER,3
22,11,50,22,11,F,WALKABLE_FLOWER_ENCOUNTER,3
23,11,50,23,11,G,WALKABLE_SHORT_GRASS,0
24,11,50,24,11,G,WALKABLE_SHORT_GRASS,0
25,11,50,25,11,G,WALKABLE_SHORT_GRASS,0
26,11,50,26,11,G,WALKABLE_SHORT_GRASS,0
27,11,50,27,11,G,WALKABLE_SHORT_GRASS,0
28,11,50,28,11,G,WALKABLE_SHORT_GRASS,0
29,11,50,29,11,G,WALKABLE_SHORT_GRASS,0
30,11,50,30,11,G,WALKABLE_SHORT_GRASS,0
31,11,50,31,11,G,WALKABLE_SHORT_GRASS,0
32,11,51,0,11,G,WALKABLE_SHORT_GRASS,0
33,11,51,1,11,G,WALKABLE_SHORT_GRASS,0
34,11,51,2,11,G,WALKABLE_SHORT_GRASS,0
35,11,51,3,11,G,WALKABLE_SHORT_GRASS,0
36,11,51,4,11,G,WALKABLE_SHORT_GRASS,0
37,11,51,5,11,G,WALKABLE_SHORT_GRASS,0
38,11,51,6,11,G,WALKABLE_SHORT_GRASS,0
39,11,51,7,11,G,WALKABLE_SHORT_GRASS,0
40,11,51,8,11,G,WALKABLE_SHORT_GRASS,0
41,11,51,9,11,F,WALKABLE_FLOWER_ENCOUNTER,3
42,11,51,10,11,F,WALKABLE_FLOWER_ENCOUNTER,3
43,11,51,11,11,F,WALKABLE_FLOWER_ENCOUNTER,3
44,11,51,12,11,F,WALKABLE_FLOWER_ENCOUNTER,3
45,11,51,13,11,F,WALKABLE_FLOWER_ENCOUNTER,3
46,11,51,14,11,F,WALKABLE_FLOWER_ENCOUNTER,3
47,11,51,15,11,F,WALKABLE_FLOWER_ENCOUNTER,3
48,11,51,16,11,F,WALKABLE_FLOWER_ENCOUNTER,3
49,11,51,17,11,F,WALKABLE_FLOWER_ENCOUNTER,3
50,11,51,18,11,F,WALKABLE_FLOWER_ENCOUNTER,3
51,11,51,19,11,F,WALKABLE_FLOWER_ENCOUNTER,3
52,11,51,20,11,F,WALKABLE_FLOWER_ENCOUNTER,3
53,11,51,21,11,F,WALKABLE_FLOWER_ENCOUNTER,3
54,11,51,22,11,F,WALKABLE_FLOWER_ENCOUNTER,3
55,11,51,23,11,F,WALKABLE_FLOWER_ENCOUNTER,3
56,11,51,24,11,F,WALKABLE_FLOWER_ENCOUNTER,3
57,11,51,25,11,F,WALKABLE_FLOWER_ENCOUNTER,3
58,11,51,26,11,F,WALKABLE_FLOWER_ENCOUNTER,3
59,11,51,27,11,G,WALKABLE_SHORT_GRASS,0
60,11,51,28,11,G,WALKABLE_SHORT_GRASS,0
61,11,51,29,11,G,WALKABLE_SHORT_GRASS,0
62,11,51,30,11,T,BLOCKED_TREE_WALL,1
63,11,51,31,11,T,BLOCKED_TREE_WALL,1
0,12,50,0,12,T,BLOCKED_TREE_WALL,1
1,12,50,1,12,T,BLOCKED_TREE_WALL,1
2,12,50,2,12,G,WALKABLE_SHORT_GRASS,0
3,12,50,3,12,G,WALKABLE_SHORT_GRASS,0
4,12,50,4,12,L,BLOCKED_TERRACE_LEDGE,1
5,12,50,5,12,L,BLOCKED_TERRACE_LEDGE,1
6,12,50,6,12,L,BLOCKED_TERRACE_LEDGE,1
7,12,50,7,12,L,BLOCKED_TERRACE_LEDGE,1
8,12,50,8,12,L,BLOCKED_TERRACE_LEDGE,1
9,12,50,9,12,L,BLOCKED_TERRACE_LEDGE,1
10,12,50,10,12,L,BLOCKED_TERRACE_LEDGE,1
11,12,50,11,12,L,BLOCKED_TERRACE_LEDGE,1
12,12,50,12,12,L,BLOCKED_TERRACE_LEDGE,1
13,12,50,13,12,L,BLOCKED_TERRACE_LEDGE,1
14,12,50,14,12,S,WALKABLE_STAIRS,0
15,12,50,15,12,S,WALKABLE_STAIRS,0
16,12,50,16,12,S,WALKABLE_STAIRS,0
17,12,50,17,12,L,BLOCKED_TERRACE_LEDGE,1
18,12,50,18,12,L,BLOCKED_TERRACE_LEDGE,1
19,12,50,19,12,L,BLOCKED_TERRACE_LEDGE,1
20,12,50,20,12,L,BLOCKED_TERRACE_LEDGE,1
21,12,50,21,12,L,BLOCKED_TERRACE_LEDGE,1
22,12,50,22,12,L,BLOCKED_TERRACE_LEDGE,1
23,12,50,23,12,L,BLOCKED_TERRACE_LEDGE,1
24,12,50,24,12,L,BLOCKED_TERRACE_LEDGE,1
25,12,50,25,12,L,BLOCKED_TERRACE_LEDGE,1
26,12,50,26,12,G,WALKABLE_SHORT_GRASS,0
27,12,50,27,12,G,WALKABLE_SHORT_GRASS,0
28,12,50,28,12,G,WALKABLE_SHORT_GRASS,0
29,12,50,29,12,G,WALKABLE_SHORT_GRASS,0
30,12,50,30,12,G,WALKABLE_SHORT_GRASS,0
31,12,50,31,12,G,WALKABLE_SHORT_GRASS,0
32,12,51,0,12,G,WALKABLE_SHORT_GRASS,0
33,12,51,1,12,G,WALKABLE_SHORT_GRASS,0
34,12,51,2,12,G,WALKABLE_SHORT_GRASS,0
35,12,51,3,12,G,WALKABLE_SHORT_GRASS,0
36,12,51,4,12,G,WALKABLE_SHORT_GRASS,0
37,12,51,5,12,G,WALKABLE_SHORT_GRASS,0
38,12,51,6,12,L,BLOCKED_TERRACE_LEDGE,1
39,12,51,7,12,L,BLOCKED_TERRACE_LEDGE,1
40,12,51,8,12,L,BLOCKED_TERRACE_LEDGE,1
41,12,51,9,12,L,BLOCKED_TERRACE_LEDGE,1
42,12,51,10,12,L,BLOCKED_TERRACE_LEDGE,1
43,12,51,11,12,L,BLOCKED_TERRACE_LEDGE,1
44,12,51,12,12,L,BLOCKED_TERRACE_LEDGE,1
45,12,51,13,12,L,BLOCKED_TERRACE_LEDGE,1
46,12,51,14,12,L,BLOCKED_TERRACE_LEDGE,1
47,12,51,15,12,S,WALKABLE_STAIRS,0
48,12,51,16,12,S,WALKABLE_STAIRS,0
49,12,51,17,12,S,WALKABLE_STAIRS,0
50,12,51,18,12,L,BLOCKED_TERRACE_LEDGE,1
51,12,51,19,12,L,BLOCKED_TERRACE_LEDGE,1
52,12,51,20,12,L,BLOCKED_TERRACE_LEDGE,1
53,12,51,21,12,L,BLOCKED_TERRACE_LEDGE,1
54,12,51,22,12,L,BLOCKED_TERRACE_LEDGE,1
55,12,51,23,12,L,BLOCKED_TERRACE_LEDGE,1
56,12,51,24,12,L,BLOCKED_TERRACE_LEDGE,1
57,12,51,25,12,L,BLOCKED_TERRACE_LEDGE,1
58,12,51,26,12,L,BLOCKED_TERRACE_LEDGE,1
59,12,51,27,12,L,BLOCKED_TERRACE_LEDGE,1
60,12,51,28,12,G,WALKABLE_SHORT_GRASS,0
61,12,51,29,12,G,WALKABLE_SHORT_GRASS,0
62,12,51,30,12,T,BLOCKED_TREE_WALL,1
63,12,51,31,12,T,BLOCKED_TREE_WALL,1
0,13,50,0,13,T,BLOCKED_TREE_WALL,1
1,13,50,1,13,T,BLOCKED_TREE_WALL,1
2,13,50,2,13,G,WALKABLE_SHORT_GRASS,0
3,13,50,3,13,G,WALKABLE_SHORT_GRASS,0
4,13,50,4,13,G,WALKABLE_SHORT_GRASS,0
5,13,50,5,13,G,WALKABLE_SHORT_GRASS,0
6,13,50,6,13,G,WALKABLE_SHORT_GRASS,0
7,13,50,7,13,G,WALKABLE_SHORT_GRASS,0
8,13,50,8,13,G,WALKABLE_SHORT_GRASS,0
9,13,50,9,13,G,WALKABLE_SHORT_GRASS,0
10,13,50,10,13,G,WALKABLE_SHORT_GRASS,0
11,13,50,11,13,G,WALKABLE_SHORT_GRASS,0
12,13,50,12,13,G,WALKABLE_SHORT_GRASS,0
13,13,50,13,13,G,WALKABLE_SHORT_GRASS,0
14,13,50,14,13,G,WALKABLE_SHORT_GRASS,0
15,13,50,15,13,G,WALKABLE_SHORT_GRASS,0
16,13,50,16,13,G,WALKABLE_SHORT_GRASS,0
17,13,50,17,13,G,WALKABLE_SHORT_GRASS,0
18,13,50,18,13,G,WALKABLE_SHORT_GRASS,0
19,13,50,19,13,G,WALKABLE_SHORT_GRASS,0
20,13,50,20,13,G,WALKABLE_SHORT_GRASS,0
21,13,50,21,13,G,WALKABLE_SHORT_GRASS,0
22,13,50,22,13,G,WALKABLE_SHORT_GRASS,0
23,13,50,23,13,G,WALKABLE_SHORT_GRASS,0
24,13,50,24,13,G,WALKABLE_SHORT_GRASS,0
25,13,50,25,13,G,WALKABLE_SHORT_GRASS,0
26,13,50,26,13,G,WALKABLE_SHORT_GRASS,0
27,13,50,27,13,P,WALKABLE_PALE_PATH,0
28,13,50,28,13,P,WALKABLE_PALE_PATH,0
29,13,50,29,13,P,WALKABLE_PALE_PATH,0
30,13,50,30,13,P,WALKABLE_PALE_PATH,0
31,13,50,31,13,P,WALKABLE_PALE_PATH,0
32,13,51,0,13,P,WALKABLE_PALE_PATH,0
33,13,51,1,13,P,WALKABLE_PALE_PATH,0
34,13,51,2,13,P,WALKABLE_PALE_PATH,0
35,13,51,3,13,P,WALKABLE_PALE_PATH,0
36,13,51,4,13,P,WALKABLE_PALE_PATH,0
37,13,51,5,13,G,WALKABLE_SHORT_GRASS,0
38,13,51,6,13,G,WALKABLE_SHORT_GRASS,0
39,13,51,7,13,G,WALKABLE_SHORT_GRASS,0
40,13,51,8,13,G,WALKABLE_SHORT_GRASS,0
41,13,51,9,13,G,WALKABLE_SHORT_GRASS,0
